months,race,contrabn,stops,month_tot,race_prop
2009-02-01,A,0,1532,1601.0,0.9569019362898189
2009-02-01,A,1,69,1601.0,0.043098063710181135
2009-02-01,B,0,28672,28672.0,1.0
2009-02-01,H,0,17258,18639.0,0.9259080422769462
2009-02-01,H,1,1381,18639.0,0.07409195772305381
2009-02-01,W,0,5328,5328.0,1.0
2009-03-01,A,0,1590,1689.0,0.9413854351687388
2009-03-01,A,1,99,1689.0,0.0586145648312611
2009-03-01,B,0,29638,29638.0,1.0
2009-03-01,H,0,17630,18159.0,0.9708684398920645
2009-03-01,H,1,529,18159.0,0.02913156010793546
2009-03-01,W,0,5185,5276.0,0.9827520849128127
2009-03-01,W,1,91,5276.0,0.017247915087187263
2009-04-01,A,0,1459,1459.0,1.0
2009-04-01,B,0,27001,27001.0,1.0
2009-04-01,H,0,16320,16503.0,0.9889111070714416
2009-04-01,H,1,183,16503.0,0.011088892928558443
2009-04-01,W,0,4572,4731.0,0.9663918833227647
2009-04-01,W,1,159,4731.0,0.033608116677235254
2009-05-01,A,0,1329,1373.0,0.9679533867443554
2009-05-01,A,1,44,1373.0,0.032046613255644577
2009-05-01,B,0,25956,25956.0,1.0
2009-05-01,H,0,15285,15414.0,0.9916309848189957
2009-05-01,H,1,129,15414.0,0.008369015181004281
2009-05-01,W,0,4697,4859.0,0.9666598065445565
2009-05-01,W,1,162,4859.0,0.033340193455443506
2009-06-01,A,0,1309,1309.0,1.0
2009-06-01,B,0,20606,21486.0,0.9590430978311458
2009-06-01,B,1,880,21486.0,0.040956902168854135
2009-06-01,H,0,12362,12560.0,0.984235668789809
2009-06-01,H,1,198,12560.0,0.015764331210191083
2009-06-01,W,0,4379,4379.0,1.0
2009-07-01,A,0,1135,1190.0,0.9537815126050421
2009-07-01,A,1,55,1190.0,0.046218487394957986
2009-07-01,B,0,24836,24836.0,1.0
2009-07-01,H,0,13196,13196.0,1.0
2009-07-01,W,0,4179,4322.0,0.9669134659879686
2009-07-01,W,1,143,4322.0,0.03308653401203147
2009-08-01,A,0,1084,1084.0,1.0
2009-08-01,B,0,25979,26823.0,0.9685344666890355
2009-08-01,B,1,844,26823.0,0.03146553331096447
2009-08-01,H,0,13014,13661.0,0.952638899055706
2009-08-01,H,1,647,13661.0,0.04736110094429397
2009-08-01,W,0,3949,4038.0,0.9779593858345715
2009-08-01,W,1,89,4038.0,0.02204061416542843
2009-09-01,A,0,1086,1170.0,0.9282051282051282
2009-09-01,A,1,84,1170.0,0.07179487179487179
2009-09-01,B,0,25219,25857.0,0.9753258305294504
2009-09-01,B,1,638,25857.0,0.02467416947054956
2009-09-01,H,0,14072,14309.0,0.9834369976937591
2009-09-01,H,1,237,14309.0,0.016563002306240828
2009-09-01,W,0,4079,4079.0,1.0
2009-10-01,A,0,1488,1523.0,0.9770190413657256
2009-10-01,A,1,35,1523.0,0.02298095863427446
2009-10-01,B,0,26701,26701.0,1.0
2009-10-01,H,0,15171,15228.0,0.9962568951930654
2009-10-01,H,1,57,15228.0,0.0037431048069345944
2009-10-01,W,0,4306,4306.0,1.0
2009-11-01,A,0,1375,1375.0,1.0
2009-11-01,B,0,23335,23335.0,1.0
2009-11-01,H,0,12389,12802.0,0.9677394157162943
2009-11-01,H,1,413,12802.0,0.03226058428370567
2009-11-01,W,0,3684,3684.0,1.0
2009-12-01,A,0,1154,1200.0,0.9616666666666667
2009-12-01,A,1,46,1200.0,0.03833333333333333
2009-12-01,B,0,17524,18265.0,0.9594306049822064
2009-12-01,B,1,741,18265.0,0.040569395017793594
2009-12-01,H,0,10147,10147.0,1.0
2009-12-01,W,0,3169,3276.0,0.9673382173382173
2009-12-01,W,1,107,3276.0,0.032661782661782664
2010-01-01,A,0,1523,1625.0,0.9372307692307692
2010-01-01,A,1,102,1625.0,0.06276923076923077
2010-01-01,B,0,28143,29647.0,0.9492697406145647
2010-01-01,B,1,1504,29647.0,0.05073025938543529
2010-01-01,H,0,16827,16827.0,1.0
2010-01-01,W,0,4746,4746.0,1.0
2010-02-01,A,0,1495,1495.0,1.0
2010-02-01,B,0,23758,24510.0,0.9693186454508363
2010-02-01,B,1,752,24510.0,0.030681354549163608
2010-02-01,H,0,14760,14760.0,1.0
2010-02-01,W,0,4110,4110.0,1.0
2010-03-01,A,0,1495,1495.0,1.0
2010-03-01,B,0,24082,24986.0,0.9638197390538702
2010-03-01,B,1,904,24986.0,0.03618026094612983
2010-03-01,H,0,15049,15624.0,0.9631976446492575
2010-03-01,H,1,575,15624.0,0.03680235535074245
2010-03-01,W,0,4818,4818.0,1.0
2010-04-01,A,0,2089,2089.0,1.0
2010-04-01,B,0,31054,31054.0,1.0
2010-04-01,H,0,18896,19890.0,0.9500251382604323
2010-04-01,H,1,994,19890.0,0.049974861739567625
2010-04-01,W,0,5418,5418.0,1.0
2010-05-01,A,0,2071,2071.0,1.0
2010-05-01,B,0,31360,31360.0,1.0
2010-05-01,H,0,19594,19862.0,0.9865068975933944
2010-05-01,H,1,268,19862.0,0.013493102406605579
2010-05-01,W,0,5427,5427.0,1.0
2010-06-01,A,0,1310,1409.0,0.9297374024130589
2010-06-01,A,1,99,1409.0,0.07026259758694109
2010-06-01,B,0,25088,25576.0,0.9809196121363779
2010-06-01,B,1,488,25576.0,0.019080387863622147
2010-06-01,H,0,14594,15038.0,0.9704747971804761
2010-06-01,H,1,444,15038.0,0.029525202819523873
2010-06-01,W,0,4353,4353.0,1.0
2010-07-01,A,0,1324,1376.0,0.9622093023255814
2010-07-01,A,1,52,1376.0,0.0377906976744186
2010-07-01,B,0,24748,24748.0,1.0
2010-07-01,H,0,13632,13708.0,0.9944557922381091
2010-07-01,H,1,76,13708.0,0.005544207761890867
2010-07-01,W,0,3975,4083.0,0.973548861131521
2010-07-01,W,1,108,4083.0,0.02645113886847906
2010-08-01,A,0,1334,1398.0,0.9542203147353362
2010-08-01,A,1,64,1398.0,0.045779685264663805
2010-08-01,B,0,24572,24572.0,1.0
2010-08-01,H,0,13860,13860.0,1.0
2010-08-01,W,0,4156,4276.0,0.9719363891487371
2010-08-01,W,1,120,4276.0,0.02806361085126286
2010-09-01,A,0,1561,1602.0,0.9744069912609239
2010-09-01,A,1,41,1602.0,0.025593008739076155
2010-09-01,B,0,23893,23893.0,1.0
2010-09-01,H,0,13976,13976.0,1.0
2010-09-01,W,0,4479,4479.0,1.0
2010-10-01,A,0,2005,2005.0,1.0
2010-10-01,B,0,28936,28936.0,1.0
2010-10-01,H,0,16030,17081.0,0.9384696446343891
2010-10-01,H,1,1051,17081.0,0.06153035536561091
2010-10-01,W,0,5151,5151.0,1.0
2010-11-01,A,0,1642,1738.0,0.9447640966628308
2010-11-01,A,1,96,1738.0,0.05523590333716916
2010-11-01,B,0,25845,25845.0,1.0
2010-11-01,H,0,15433,16092.0,0.9590479741486453
2010-11-01,H,1,659,16092.0,0.04095202585135471
2010-11-01,W,0,4000,4316.0,0.9267840593141798
2010-11-01,W,1,316,4316.0,0.0732159406858202
2010-12-01,A,0,1429,1429.0,1.0
2010-12-01,B,0,19956,19956.0,1.0
2010-12-01,H,0,12538,12608.0,0.9944479695431472
2010-12-01,H,1,70,12608.0,0.005552030456852792
2010-12-01,W,0,3490,3633.0,0.9606385906963941
2010-12-01,W,1,143,3633.0,0.039361409303605835
2011-01-01,A,0,2190,2190.0,1.0
2011-01-01,B,0,29516,29516.0,1.0
2011-01-01,H,0,19382,19522.0,0.9928286036266776
2011-01-01,H,1,140,19522.0,0.007171396373322405
2011-01-01,W,0,5047,5047.0,1.0
2011-02-01,A,0,2150,2150.0,1.0
2011-02-01,B,0,30637,30637.0,1.0
2011-02-01,H,0,19017,20162.0,0.9432099990080349
2011-02-01,H,1,1145,20162.0,0.05679000099196508
2011-02-01,W,0,5323,5591.0,0.9520658200679664
2011-02-01,W,1,268,5591.0,0.047934179932033624
2011-03-01,A,0,2459,2459.0,1.0
2011-03-01,B,0,31710,31710.0,1.0
2011-03-01,H,0,20955,21101.0,0.9930808966399697
2011-03-01,H,1,146,21101.0,0.0069191033600303304
2011-03-01,W,0,6195,6195.0,1.0
2011-04-01,A,0,2105,2191.0,0.9607485166590598
2011-04-01,A,1,86,2191.0,0.03925148334094021
2011-04-01,B,0,31249,31249.0,1.0
2011-04-01,H,0,19995,19995.0,1.0
2011-04-01,W,0,5737,6199.0,0.9254718502984353
2011-04-01,W,1,462,6199.0,0.07452814970156477
2011-05-01,A,0,2336,2336.0,1.0
2011-05-01,B,0,30611,30611.0,1.0
2011-05-01,H,0,18551,19172.0,0.9676090131441686
2011-05-01,H,1,621,19172.0,0.03239098685583142
2011-05-01,W,0,5493,5580.0,0.9844086021505376
2011-05-01,W,1,87,5580.0,0.015591397849462365
2011-06-01,A,0,1802,1802.0,1.0
2011-06-01,B,0,28701,28701.0,1.0
2011-06-01,H,0,18005,19054.0,0.9449459431090584
2011-06-01,H,1,1049,19054.0,0.05505405689094153
2011-06-01,W,0,4818,4998.0,0.963985594237695
2011-06-01,W,1,180,4998.0,0.03601440576230492
2011-07-01,A,0,1680,1756.0,0.9567198177676538
2011-07-01,A,1,76,1756.0,0.04328018223234624
2011-07-01,B,0,27717,27717.0,1.0
2011-07-01,H,0,16250,17046.0,0.9533028276428488
2011-07-01,H,1,796,17046.0,0.04669717235715124
2011-07-01,W,0,4689,4689.0,1.0
2011-08-01,A,0,1522,1522.0,1.0
2011-08-01,B,0,26209,26209.0,1.0
2011-08-01,H,0,15282,15830.0,0.9653821857233101
2011-08-01,H,1,548,15830.0,0.03461781427668983
2011-08-01,W,0,4057,4126.0,0.9832767813863306
2011-08-01,W,1,69,4126.0,0.016723218613669412
2011-09-01,A,0,1702,1702.0,1.0
2011-09-01,B,0,26922,26922.0,1.0
2011-09-01,H,0,15655,16261.0,0.9627329192546584
2011-09-01,H,1,606,16261.0,0.037267080745341616
2011-09-01,W,0,4354,4354.0,1.0
2011-10-01,A,0,1903,1903.0,1.0
2011-10-01,B,0,28342,30021.0,0.9440724825955165
2011-10-01,B,1,1679,30021.0,0.055927517404483526
2011-10-01,H,0,19388,19946.0,0.9720244660583576
2011-10-01,H,1,558,19946.0,0.027975533941642435
2011-10-01,W,0,4860,5030.0,0.9662027833001988
2011-10-01,W,1,170,5030.0,0.033797216699801194
2011-11-01,A,0,1925,1925.0,1.0
2011-11-01,B,0,28856,30208.0,0.9552436440677966
2011-11-01,B,1,1352,30208.0,0.04475635593220339
2011-11-01,H,0,17276,18938.0,0.9122399408596473
2011-11-01,H,1,1662,18938.0,0.08776005914035273
2011-11-01,W,0,4797,5092.0,0.9420659858601729
2011-11-01,W,1,295,5092.0,0.05793401413982718
2011-12-01,A,0,1912,1996.0,0.9579158316633266
2011-12-01,A,1,84,1996.0,0.04208416833667335
2011-12-01,B,0,27242,27242.0,1.0
2011-12-01,H,0,16713,16713.0,1.0
2011-12-01,W,0,4505,4904.0,0.9186378466557912
2011-12-01,W,1,399,4904.0,0.0813621533442088
2012-01-01,A,0,2046,2101.0,0.9738219895287958
2012-01-01,A,1,55,2101.0,0.02617801047120419
2012-01-01,B,0,34013,36346.0,0.9358113685137291
2012-01-01,B,1,2333,36346.0,0.06418863148627084
2012-01-01,H,0,21091,22263.0,0.9473566006378296
2012-01-01,H,1,1172,22263.0,0.05264339936217042
2012-01-01,W,0,5996,5996.0,1.0
2012-02-01,A,0,1870,2083.0,0.8977436389822372
2012-02-01,A,1,213,2083.0,0.10225636101776284
2012-02-01,B,0,34741,34741.0,1.0
2012-02-01,H,0,20579,21232.0,0.9692445365486059
2012-02-01,H,1,653,21232.0,0.030755463451394124
2012-02-01,W,0,5846,5846.0,1.0
2012-03-01,A,0,2088,2088.0,1.0
2012-03-01,B,0,36086,36086.0,1.0
2012-03-01,H,0,21745,22112.0,0.9834026772793053
2012-03-01,H,1,367,22112.0,0.016597322720694644
2012-03-01,W,0,6305,6447.0,0.9779742515898868
2012-03-01,W,1,142,6447.0,0.02202574841011323
2012-04-01,A,0,1789,1789.0,1.0
2012-04-01,B,0,29643,29643.0,1.0
2012-04-01,H,0,16984,17268.0,0.9835533935603429
2012-04-01,H,1,284,17268.0,0.01644660643965717
2012-04-01,W,0,5210,5210.0,1.0
2012-05-01,A,0,1421,1474.0,0.9640434192672999
2012-05-01,A,1,53,1474.0,0.03595658073270014
2012-05-01,B,0,24170,24170.0,1.0
2012-05-01,H,0,14520,14520.0,1.0
2012-05-01,W,0,4671,4671.0,1.0
2012-06-01,A,0,1126,1126.0,1.0
2012-06-01,B,0,15661,16872.0,0.9282242769084874
2012-06-01,B,1,1211,16872.0,0.07177572309151256
2012-06-01,H,0,9615,9710.0,0.990216271884655
2012-06-01,H,1,95,9710.0,0.009783728115345005
2012-06-01,W,0,3498,3498.0,1.0
2012-07-01,A,0,1112,1112.0,1.0
2012-07-01,B,0,16834,17763.0,0.9477002758543039
2012-07-01,B,1,929,17763.0,0.05229972414569611
2012-07-01,H,0,9365,9612.0,0.9743029546400332
2012-07-01,H,1,247,9612.0,0.025697045359966707
2012-07-01,W,0,3497,3497.0,1.0
2012-08-01,A,0,1223,1253.0,0.9760574620909817
2012-08-01,A,1,30,1253.0,0.023942537909018357
2012-08-01,B,0,17710,19672.0,0.9002643350955674
2012-08-01,B,1,1962,19672.0,0.0997356649044327
2012-08-01,H,0,10686,10686.0,1.0
2012-08-01,W,0,3388,3519.0,0.9627735152031828
2012-08-01,W,1,131,3519.0,0.037226484796817276
2012-09-01,A,0,1076,1098.0,0.9799635701275046
2012-09-01,A,1,22,1098.0,0.020036429872495445
2012-09-01,B,0,19932,19932.0,1.0
2012-09-01,H,0,10632,10931.0,0.9726466014088373
2012-09-01,H,1,299,10931.0,0.027353398591162748
2012-09-01,W,0,3390,3497.0,0.9694023448670289
2012-09-01,W,1,107,3497.0,0.030597655132971118
2012-10-01,A,0,1163,1202.0,0.9675540765391015
2012-10-01,A,1,39,1202.0,0.0324459234608985
2012-10-01,B,0,19796,19796.0,1.0
2012-10-01,H,0,10719,10839.0,0.9889288679767506
2012-10-01,H,1,120,10839.0,0.011071132023249377
2012-10-01,W,0,3078,3380.0,0.9106508875739645
2012-10-01,W,1,302,3380.0,0.0893491124260355
2012-11-01,A,0,746,836.0,0.8923444976076556
2012-11-01,A,1,90,836.0,0.1076555023923445
2012-11-01,B,0,13752,13752.0,1.0
2012-11-01,H,0,7678,7740.0,0.9919896640826873
2012-11-01,H,1,62,7740.0,0.008010335917312662
2012-11-01,W,0,2263,2263.0,1.0
2012-12-01,A,0,850,896.0,0.9486607142857143
2012-12-01,A,1,46,896.0,0.05133928571428571
2012-12-01,B,0,15456,15456.0,1.0
2012-12-01,H,0,8006,8227.0,0.9731372310684332
2012-12-01,H,1,221,8227.0,0.02686276893156679
2012-12-01,W,0,2542,2542.0,1.0
2013-01-01,A,0,1157,1157.0,1.0
2013-01-01,B,0,19588,20924.0,0.9361498757407761
2013-01-01,B,1,1336,20924.0,0.06385012425922386
2013-01-01,H,0,10759,10849.0,0.9917043045441977
2013-01-01,H,1,90,10849.0,0.008295695455802377
2013-01-01,W,0,3337,3337.0,1.0
2013-02-01,A,0,1044,1158.0,0.9015544041450777
2013-02-01,A,1,114,1158.0,0.09844559585492228
2013-02-01,B,0,18372,18925.0,0.970779392338177
2013-02-01,B,1,553,18925.0,0.029220607661822984
2013-02-01,H,0,10217,10470.0,0.9758357211079274
2013-02-01,H,1,253,10470.0,0.024164278892072587
2013-02-01,W,0,3232,3377.0,0.9570624814924489
2013-02-01,W,1,145,3377.0,0.04293751850755108
2013-03-01,A,0,950,1024.0,0.927734375
2013-03-01,A,1,74,1024.0,0.072265625
2013-03-01,B,0,15001,15001.0,1.0
2013-03-01,H,0,7755,7910.0,0.9804045512010113
2013-03-01,H,1,155,7910.0,0.019595448798988623
2013-03-01,W,0,3057,3057.0,1.0
2013-04-01,A,0,778,778.0,1.0
2013-04-01,B,0,10413,11140.0,0.9347396768402154
2013-04-01,B,1,727,11140.0,0.06526032315978456
2013-04-01,H,0,5967,5997.0,0.9949974987493747
2013-04-01,H,1,30,5997.0,0.0050025012506253125
2013-04-01,W,0,2436,2536.0,0.9605678233438486
2013-04-01,W,1,100,2536.0,0.03943217665615142
2013-05-01,A,0,760,760.0,1.0
2013-05-01,B,0,11491,11491.0,1.0
2013-05-01,H,0,5879,6078.0,0.9672589667653834
2013-05-01,H,1,199,6078.0,0.03274103323461665
2013-05-01,W,0,2384,2384.0,1.0
2013-06-01,A,0,604,604.0,1.0
2013-06-01,B,0,8890,8890.0,1.0
2013-06-01,H,0,4517,4560.0,0.9905701754385965
2013-06-01,H,1,43,4560.0,0.009429824561403509
2013-06-01,W,0,1806,1880.0,0.9606382978723405
2013-06-01,W,1,74,1880.0,0.039361702127659576
2013-07-01,A,0,394,414.0,0.9516908212560387
2013-07-01,A,1,20,414.0,0.04830917874396135
2013-07-01,B,0,5583,5915.0,0.9438715131022823
2013-07-01,B,1,332,5915.0,0.05612848689771767
2013-07-01,H,0,2804,3030.0,0.9254125412541254
2013-07-01,H,1,226,3030.0,0.0745874587458746
2013-07-01,W,0,1373,1402.0,0.9793152639087018
2013-07-01,W,1,29,1402.0,0.020684736091298145
2013-08-01,A,0,193,228.0,0.8464912280701754
2013-08-01,A,1,35,228.0,0.15350877192982457
2013-08-01,B,0,3276,3276.0,1.0
2013-08-01,H,0,1700,1712.0,0.9929906542056075
2013-08-01,H,1,12,1712.0,0.007009345794392523
2013-08-01,W,0,916,916.0,1.0
2013-09-01,A,0,123,130.0,0.9461538461538461
2013-09-01,A,1,7,130.0,0.05384615384615385
2013-09-01,B,0,1851,2021.0,0.9158832261256804
2013-09-01,B,1,170,2021.0,0.08411677387431965
2013-09-01,H,0,973,1046.0,0.9302103250478011
2013-09-01,H,1,73,1046.0,0.06978967495219886
2013-09-01,W,0,517,517.0,1.0
2013-10-01,A,0,176,181.0,0.9723756906077348
2013-10-01,A,1,5,181.0,0.027624309392265192
2013-10-01,B,0,2212,2365.0,0.9353065539112051
2013-10-01,B,1,153,2365.0,0.06469344608879493
2013-10-01,H,0,1072,1155.0,0.9281385281385282
2013-10-01,H,1,83,1155.0,0.07186147186147186
2013-10-01,W,0,467,524.0,0.8912213740458015
2013-10-01,W,1,57,524.0,0.10877862595419847
2013-11-01,A,0,241,241.0,1.0
2013-11-01,B,0,2244,2338.0,0.9597946963216424
2013-11-01,B,1,94,2338.0,0.04020530367835757
2013-11-01,H,0,1063,1113.0,0.9550763701707098
2013-11-01,H,1,50,1113.0,0.044923629829290206
2013-11-01,W,0,438,473.0,0.9260042283298098
2013-11-01,W,1,35,473.0,0.07399577167019028
2013-12-01,A,0,170,170.0,1.0
2013-12-01,B,0,2117,2163.0,0.9787332408691632
2013-12-01,B,1,46,2163.0,0.0212667591308368
2013-12-01,H,0,945,1010.0,0.9356435643564357
2013-12-01,H,1,65,1010.0,0.06435643564356436
2013-12-01,W,0,417,417.0,1.0
2014-01-01,A,0,199,211.0,0.943127962085308
2014-01-01,A,1,12,211.0,0.05687203791469194
2014-01-01,B,0,2588,2710.0,0.9549815498154982
2014-01-01,B,1,122,2710.0,0.045018450184501846
2014-01-01,H,0,1267,1339.0,0.9462285287528006
2014-01-01,H,1,72,1339.0,0.0537714712471994
2014-01-01,W,0,546,546.0,1.0
2014-02-01,A,0,229,229.0,1.0
2014-02-01,B,0,2081,2206.0,0.943336355394379
2014-02-01,B,1,125,2206.0,0.05666364460562103
2014-02-01,H,0,1199,1267.0,0.9463299131807419
2014-02-01,H,1,68,1267.0,0.05367008681925809
2014-02-01,W,0,461,514.0,0.896887159533074
2014-02-01,W,1,53,514.0,0.10311284046692606
2014-03-01,A,0,216,238.0,0.907563025210084
2014-03-01,A,1,22,238.0,0.09243697478991597
2014-03-01,B,0,2472,2472.0,1.0
2014-03-01,H,0,1263,1338.0,0.9439461883408071
2014-03-01,H,1,75,1338.0,0.05605381165919283
2014-03-01,W,0,551,612.0,0.9003267973856209
2014-03-01,W,1,61,612.0,0.09967320261437909
2014-04-01,A,0,213,241.0,0.8838174273858921
2014-04-01,A,1,28,241.0,0.11618257261410789
2014-04-01,B,0,2257,2376.0,0.9499158249158249
2014-04-01,B,1,119,2376.0,0.050084175084175085
2014-04-01,H,0,1226,1262.0,0.971473851030111
2014-04-01,H,1,36,1262.0,0.028526148969889066
2014-04-01,W,0,558,587.0,0.9505962521294719
2014-04-01,W,1,29,587.0,0.049403747870528106
2014-05-01,A,0,210,229.0,0.9170305676855895
2014-05-01,A,1,19,229.0,0.08296943231441048
2014-05-01,B,0,2412,2583.0,0.9337979094076655
2014-05-01,B,1,171,2583.0,0.06620209059233449
2014-05-01,H,0,1240,1286.0,0.9642301710730948
2014-05-01,H,1,46,1286.0,0.03576982892690513
2014-05-01,W,0,596,596.0,1.0
2014-06-01,A,0,203,203.0,1.0
2014-06-01,B,0,1931,1931.0,1.0
2014-06-01,H,0,1003,1055.0,0.9507109004739337
2014-06-01,H,1,52,1055.0,0.04928909952606635
2014-06-01,W,0,451,458.0,0.9847161572052402
2014-06-01,W,1,7,458.0,0.015283842794759825
2014-07-01,A,0,177,184.0,0.9619565217391305
2014-07-01,A,1,7,184.0,0.03804347826086957
2014-07-01,B,0,2028,2066.0,0.9816069699903195
2014-07-01,B,1,38,2066.0,0.018393030009680542
2014-07-01,H,0,874,966.0,0.9047619047619048
2014-07-01,H,1,92,966.0,0.09523809523809523
2014-07-01,W,0,363,436.0,0.8325688073394495
2014-07-01,W,1,73,436.0,0.16743119266055045
2014-08-01,A,0,171,171.0,1.0
2014-08-01,B,0,2133,2133.0,1.0
2014-08-01,H,0,938,956.0,0.9811715481171548
2014-08-01,H,1,18,956.0,0.01882845188284519
2014-08-01,W,0,402,402.0,1.0
2014-09-01,A,0,162,174.0,0.9310344827586207
2014-09-01,A,1,12,174.0,0.06896551724137931
2014-09-01,B,0,1845,1845.0,1.0
2014-09-01,H,0,752,872.0,0.8623853211009175
2014-09-01,H,1,120,872.0,0.13761467889908258
2014-09-01,W,0,376,376.0,1.0
2014-10-01,A,0,174,174.0,1.0
2014-10-01,B,0,1863,1898.0,0.9815595363540569
2014-10-01,B,1,35,1898.0,0.0184404636459431
2014-10-01,H,0,940,960.0,0.9791666666666666
2014-10-01,H,1,20,960.0,0.020833333333333332
2014-10-01,W,0,389,456.0,0.8530701754385965
2014-10-01,W,1,67,456.0,0.14692982456140352
2014-11-01,A,0,136,140.0,0.9714285714285714
2014-11-01,A,1,4,140.0,0.02857142857142857
2014-11-01,B,0,1385,1421.0,0.9746657283603096
2014-11-01,B,1,36,1421.0,0.025334271639690358
2014-11-01,H,0,739,772.0,0.9572538860103627
2014-11-01,H,1,33,772.0,0.042746113989637305
2014-11-01,W,0,318,318.0,1.0
2014-12-01,A,0,87,87.0,1.0
2014-12-01,B,0,678,678.0,1.0
2014-12-01,H,0,407,416.0,0.9783653846153846
2014-12-01,H,1,9,416.0,0.021634615384615384
2014-12-01,W,0,165,166.0,0.9939759036144579
2014-12-01,W,1,1,166.0,0.006024096385542169
