months,race,searched,stops,month_tot,race_prop
2003-01-01,A,0,373,431.0,0.8654292343387471
2003-01-01,A,1,58,431.0,0.1345707656612529
2003-01-01,B,0,6413,6413.0,1.0
2003-01-01,H,0,3177,4077.0,0.7792494481236203
2003-01-01,H,1,900,4077.0,0.22075055187637968
2003-01-01,W,0,1273,1642.0,0.7752740560292326
2003-01-01,W,1,369,1642.0,0.22472594397076737
2003-02-01,A,0,236,282.0,0.8368794326241135
2003-02-01,A,1,46,282.0,0.16312056737588654
2003-02-01,B,0,4428,5110.0,0.8665362035225049
2003-02-01,B,1,682,5110.0,0.1334637964774951
2003-02-01,H,0,3018,3283.0,0.9192811452939385
2003-02-01,H,1,265,3283.0,0.08071885470606154
2003-02-01,W,0,1167,1342.0,0.8695976154992549
2003-02-01,W,1,175,1342.0,0.13040238450074515
2003-03-01,A,0,266,293.0,0.9078498293515358
2003-03-01,A,1,27,293.0,0.09215017064846416
2003-03-01,B,0,4230,5464.0,0.7741581259150805
2003-03-01,B,1,1234,5464.0,0.22584187408491949
2003-03-01,H,0,3193,3585.0,0.8906555090655509
2003-03-01,H,1,392,3585.0,0.10934449093444909
2003-03-01,W,0,1393,1468.0,0.9489100817438693
2003-03-01,W,1,75,1468.0,0.05108991825613079
2003-04-01,A,0,255,266.0,0.9586466165413534
2003-04-01,A,1,11,266.0,0.041353383458646614
2003-04-01,B,0,5007,5732.0,0.8735170969993021
2003-04-01,B,1,725,5732.0,0.12648290300069784
2003-04-01,H,0,3212,3368.0,0.9536817102137767
2003-04-01,H,1,156,3368.0,0.04631828978622328
2003-04-01,W,0,1225,1339.0,0.9148618371919343
2003-04-01,W,1,114,1339.0,0.08513816280806571
2003-05-01,A,0,297,365.0,0.8136986301369863
2003-05-01,A,1,68,365.0,0.1863013698630137
2003-05-01,B,0,5443,6141.0,0.8863377300113988
2003-05-01,B,1,698,6141.0,0.11366226998860121
2003-05-01,H,0,3086,3296.0,0.9362864077669902
2003-05-01,H,1,210,3296.0,0.06371359223300971
2003-05-01,W,0,1571,1605.0,0.9788161993769471
2003-05-01,W,1,34,1605.0,0.02118380062305296
2003-06-01,A,0,250,257.0,0.9727626459143969
2003-06-01,A,1,7,257.0,0.027237354085603113
2003-06-01,B,0,4914,5402.0,0.9096630877452795
2003-06-01,B,1,488,5402.0,0.09033691225472047
2003-06-01,H,0,2507,2910.0,0.861512027491409
2003-06-01,H,1,403,2910.0,0.13848797250859107
2003-06-01,W,0,1262,1324.0,0.9531722054380665
2003-06-01,W,1,62,1324.0,0.04682779456193353
2003-07-01,A,0,295,320.0,0.921875
2003-07-01,A,1,25,320.0,0.078125
2003-07-01,B,0,5277,6365.0,0.8290652003142184
2003-07-01,B,1,1088,6365.0,0.17093479968578162
2003-07-01,H,0,3259,3293.0,0.9896750683267537
2003-07-01,H,1,34,3293.0,0.01032493167324628
2003-07-01,W,0,1253,1402.0,0.8937232524964337
2003-07-01,W,1,149,1402.0,0.10627674750356633
2003-08-01,A,0,423,451.0,0.9379157427937915
2003-08-01,A,1,28,451.0,0.06208425720620843
2003-08-01,B,0,7176,7491.0,0.9579495394473369
2003-08-01,B,1,315,7491.0,0.0420504605526632
2003-08-01,H,0,4106,4306.0,0.9535531816070599
2003-08-01,H,1,200,4306.0,0.046446818392940084
2003-08-01,W,0,1596,1646.0,0.9696233292831106
2003-08-01,W,1,50,1646.0,0.030376670716889428
2003-09-01,A,0,280,298.0,0.9395973154362416
2003-09-01,A,1,18,298.0,0.06040268456375839
2003-09-01,B,0,6538,7558.0,0.8650436623445356
2003-09-01,B,1,1020,7558.0,0.13495633765546441
2003-09-01,H,0,3108,3978.0,0.7812971342383107
2003-09-01,H,1,870,3978.0,0.2187028657616893
2003-09-01,W,0,1508,1575.0,0.9574603174603175
2003-09-01,W,1,67,1575.0,0.04253968253968254
2003-10-01,A,0,453,466.0,0.9721030042918455
2003-10-01,A,1,13,466.0,0.027896995708154508
2003-10-01,B,0,7022,8045.0,0.8728402734617775
2003-10-01,B,1,1023,8045.0,0.1271597265382225
2003-10-01,H,0,4813,4845.0,0.9933952528379772
2003-10-01,H,1,32,4845.0,0.006604747162022704
2003-10-01,W,0,1326,1584.0,0.8371212121212122
2003-10-01,W,1,258,1584.0,0.16287878787878787
2003-11-01,A,0,410,438.0,0.9360730593607306
2003-11-01,A,1,28,438.0,0.0639269406392694
2003-11-01,B,0,7565,8061.0,0.9384691725592358
2003-11-01,B,1,496,8061.0,0.06153082744076417
2003-11-01,H,0,4160,4414.0,0.9424558223833258
2003-11-01,H,1,254,4414.0,0.05754417761667422
2003-11-01,W,0,1613,1613.0,1.0
2003-12-01,A,0,271,271.0,1.0
2003-12-01,B,0,5599,5922.0,0.9454576156703817
2003-12-01,B,1,323,5922.0,0.054542384329618374
2003-12-01,H,0,2779,3226.0,0.861438313701178
2003-12-01,H,1,447,3226.0,0.13856168629882207
2003-12-01,W,0,975,1083.0,0.9002770083102493
2003-12-01,W,1,108,1083.0,0.0997229916897507
2004-01-01,A,0,690,740.0,0.9324324324324325
2004-01-01,A,1,50,740.0,0.06756756756756757
2004-01-01,B,0,13563,16245.0,0.8349030470914127
2004-01-01,B,1,2682,16245.0,0.16509695290858725
2004-01-01,H,0,8276,8775.0,0.9431339031339031
2004-01-01,H,1,499,8775.0,0.056866096866096866
2004-01-01,W,0,2166,2383.0,0.9089383130507763
2004-01-01,W,1,217,2383.0,0.09106168694922366
2004-02-01,A,0,1055,1055.0,1.0
2004-02-01,B,0,19870,20270.0,0.9802664035520473
2004-02-01,B,1,400,20270.0,0.01973359644795264
2004-02-01,H,0,12178,12717.0,0.9576157898875521
2004-02-01,H,1,539,12717.0,0.042384210112447904
2004-02-01,W,0,3433,3433.0,1.0
2004-03-01,A,0,774,913.0,0.8477546549835706
2004-03-01,A,1,139,913.0,0.15224534501642936
2004-03-01,B,0,14271,14925.0,0.9561809045226131
2004-03-01,B,1,654,14925.0,0.04381909547738694
2004-03-01,H,0,9813,10025.0,0.9788528678304239
2004-03-01,H,1,212,10025.0,0.02114713216957606
2004-03-01,W,0,2656,2703.0,0.9826119126896041
2004-03-01,W,1,47,2703.0,0.017388087310395855
2004-04-01,A,0,774,822.0,0.9416058394160584
2004-04-01,A,1,48,822.0,0.058394160583941604
2004-04-01,B,0,12532,12838.0,0.9761645116061692
2004-04-01,B,1,306,12838.0,0.023835488393830814
2004-04-01,H,0,7601,8118.0,0.9363143631436315
2004-04-01,H,1,517,8118.0,0.06368563685636856
2004-04-01,W,0,2359,2490.0,0.9473895582329317
2004-04-01,W,1,131,2490.0,0.05261044176706827
2004-05-01,A,0,762,858.0,0.8881118881118881
2004-05-01,A,1,96,858.0,0.11188811188811189
2004-05-01,B,0,13163,13163.0,1.0
2004-05-01,H,0,6973,7231.0,0.9643202876503941
2004-05-01,H,1,258,7231.0,0.03567971234960586
2004-05-01,W,0,2122,2359.0,0.8995337007206443
2004-05-01,W,1,237,2359.0,0.10046629927935566
2004-06-01,A,0,744,744.0,1.0
2004-06-01,B,0,13929,14778.0,0.9425497360941941
2004-06-01,B,1,849,14778.0,0.057450263905805925
2004-06-01,H,0,8200,8409.0,0.9751456772505649
2004-06-01,H,1,209,8409.0,0.02485432274943513
2004-06-01,W,0,2544,2640.0,0.9636363636363636
2004-06-01,W,1,96,2640.0,0.03636363636363636
2004-07-01,A,0,482,531.0,0.9077212806026366
2004-07-01,A,1,49,531.0,0.09227871939736347
2004-07-01,B,0,10319,11372.0,0.9074041505451987
2004-07-01,B,1,1053,11372.0,0.09259584945480126
2004-07-01,H,0,5287,5391.0,0.9807085883880542
2004-07-01,H,1,104,5391.0,0.019291411611945836
2004-07-01,W,0,2105,2105.0,1.0
2004-08-01,A,0,511,542.0,0.9428044280442804
2004-08-01,A,1,31,542.0,0.05719557195571956
2004-08-01,B,0,9697,10011.0,0.9686345020477475
2004-08-01,B,1,314,10011.0,0.03136549795225252
2004-08-01,H,0,4908,5304.0,0.9253393665158371
2004-08-01,H,1,396,5304.0,0.0746606334841629
2004-08-01,W,0,1904,2125.0,0.896
2004-08-01,W,1,221,2125.0,0.104
2004-09-01,A,0,521,521.0,1.0
2004-09-01,B,0,8170,8837.0,0.9245218965712346
2004-09-01,B,1,667,8837.0,0.07547810342876542
2004-09-01,H,0,4619,5109.0,0.9040908201213544
2004-09-01,H,1,490,5109.0,0.09590917987864553
2004-09-01,W,0,1859,1933.0,0.9617175375064666
2004-09-01,W,1,74,1933.0,0.03828246249353337
2004-10-01,A,0,550,625.0,0.88
2004-10-01,A,1,75,625.0,0.12
2004-10-01,B,0,10535,11350.0,0.9281938325991189
2004-10-01,B,1,815,11350.0,0.07180616740088105
2004-10-01,H,0,6100,6705.0,0.9097688292319165
2004-10-01,H,1,605,6705.0,0.09023117076808351
2004-10-01,W,0,2287,2493.0,0.9173686321700762
2004-10-01,W,1,206,2493.0,0.08263136782992378
2004-11-01,A,0,587,657.0,0.893455098934551
2004-11-01,A,1,70,657.0,0.106544901065449
2004-11-01,B,0,11191,11565.0,0.967661046260268
2004-11-01,B,1,374,11565.0,0.03233895373973195
2004-11-01,H,0,6321,6605.0,0.957002271006813
2004-11-01,H,1,284,6605.0,0.04299772899318698
2004-11-01,W,0,2153,2241.0,0.9607318161535029
2004-11-01,W,1,88,2241.0,0.0392681838464971
2004-12-01,A,0,503,518.0,0.971042471042471
2004-12-01,A,1,15,518.0,0.02895752895752896
2004-12-01,B,0,8590,8818.0,0.9741437967793151
2004-12-01,B,1,228,8818.0,0.02585620322068496
2004-12-01,H,0,4383,5049.0,0.8680926916221033
2004-12-01,H,1,666,5049.0,0.1319073083778966
2004-12-01,W,0,2008,2008.0,1.0
2005-01-01,A,0,1152,1248.0,0.9230769230769231
2005-01-01,A,1,96,1248.0,0.07692307692307693
2005-01-01,B,0,14531,16623.0,0.8741502737171389
2005-01-01,B,1,2092,16623.0,0.1258497262828611
2005-01-01,H,0,8689,9821.0,0.884736788514408
2005-01-01,H,1,1132,9821.0,0.1152632114855921
2005-01-01,W,0,2839,3109.0,0.9131553554197491
2005-01-01,W,1,270,3109.0,0.08684464458025089
2005-02-01,A,0,1340,1340.0,1.0
2005-02-01,B,0,17211,17902.0,0.9614009607865043
2005-02-01,B,1,691,17902.0,0.0385990392134957
2005-02-01,H,0,9537,11165.0,0.8541871921182266
2005-02-01,H,1,1628,11165.0,0.1458128078817734
2005-02-01,W,0,3558,3913.0,0.909276769741886
2005-02-01,W,1,355,3913.0,0.09072323025811398
2005-03-01,A,0,1330,1405.0,0.9466192170818505
2005-03-01,A,1,75,1405.0,0.05338078291814947
2005-03-01,B,0,17445,17897.0,0.9747443705648992
2005-03-01,B,1,452,17897.0,0.025255629435100856
2005-03-01,H,0,10687,11905.0,0.897690046199076
2005-03-01,H,1,1218,11905.0,0.10230995380092398
2005-03-01,W,0,4621,4982.0,0.9275391409072662
2005-03-01,W,1,361,4982.0,0.07246085909273384
2005-04-01,A,0,1226,1295.0,0.9467181467181467
2005-04-01,A,1,69,1295.0,0.05328185328185328
2005-04-01,B,0,16459,18002.0,0.9142873014109544
2005-04-01,B,1,1543,18002.0,0.08571269858904566
2005-04-01,H,0,10592,11201.0,0.9456298544772788
2005-04-01,H,1,609,11201.0,0.05437014552272119
2005-04-01,W,0,4144,4301.0,0.9634968611950709
2005-04-01,W,1,157,4301.0,0.036503138804929086
2005-05-01,A,0,1036,1230.0,0.8422764227642277
2005-05-01,A,1,194,1230.0,0.15772357723577235
2005-05-01,B,0,18854,19442.0,0.9697561979220245
2005-05-01,B,1,588,19442.0,0.03024380207797552
2005-05-01,H,0,10453,11659.0,0.896560596963719
2005-05-01,H,1,1206,11659.0,0.10343940303628099
2005-05-01,W,0,3745,4228.0,0.8857615894039735
2005-05-01,W,1,483,4228.0,0.11423841059602649
2005-06-01,A,0,1148,1148.0,1.0
2005-06-01,B,0,16734,17665.0,0.9472969148032834
2005-06-01,B,1,931,17665.0,0.052703085196716674
2005-06-01,H,0,8655,9791.0,0.8839750791543254
2005-06-01,H,1,1136,9791.0,0.1160249208456746
2005-06-01,W,0,3275,3470.0,0.9438040345821326
2005-06-01,W,1,195,3470.0,0.056195965417867436
2005-07-01,A,0,656,691.0,0.9493487698986975
2005-07-01,A,1,35,691.0,0.05065123010130246
2005-07-01,B,0,12973,14034.0,0.9243978908365398
2005-07-01,B,1,1061,14034.0,0.07560210916346016
2005-07-01,H,0,7358,8299.0,0.8866128449210748
2005-07-01,H,1,941,8299.0,0.11338715507892518
2005-07-01,W,0,2419,2791.0,0.8667144392690792
2005-07-01,W,1,372,2791.0,0.13328556073092082
2005-08-01,A,0,730,756.0,0.9656084656084656
2005-08-01,A,1,26,756.0,0.03439153439153439
2005-08-01,B,0,12135,14199.0,0.8546376505387704
2005-08-01,B,1,2064,14199.0,0.14536234946122967
2005-08-01,H,0,7710,8171.0,0.9435809570432016
2005-08-01,H,1,461,8171.0,0.056419042956798435
2005-08-01,W,0,2408,2859.0,0.8422525358516963
2005-08-01,W,1,451,2859.0,0.1577474641483036
2005-09-01,A,0,486,580.0,0.8379310344827586
2005-09-01,A,1,94,580.0,0.16206896551724137
2005-09-01,B,0,11715,13675.0,0.856672760511883
2005-09-01,B,1,1960,13675.0,0.14332723948811701
2005-09-01,H,0,6904,7495.0,0.9211474316210807
2005-09-01,H,1,591,7495.0,0.07885256837891928
2005-09-01,W,0,2351,2450.0,0.9595918367346938
2005-09-01,W,1,99,2450.0,0.04040816326530612
2005-10-01,A,0,704,742.0,0.9487870619946092
2005-10-01,A,1,38,742.0,0.05121293800539083
2005-10-01,B,0,17236,17236.0,1.0
2005-10-01,H,0,8380,9180.0,0.9128540305010894
2005-10-01,H,1,800,9180.0,0.08714596949891068
2005-10-01,W,0,2655,2915.0,0.9108061749571184
2005-10-01,W,1,260,2915.0,0.08919382504288165
2005-11-01,A,0,593,637.0,0.9309262166405023
2005-11-01,A,1,44,637.0,0.06907378335949764
2005-11-01,B,0,12818,14915.0,0.8594032852832719
2005-11-01,B,1,2097,14915.0,0.14059671471672813
2005-11-01,H,0,7151,8097.0,0.8831666049154008
2005-11-01,H,1,946,8097.0,0.11683339508459924
2005-11-01,W,0,2643,2760.0,0.9576086956521739
2005-11-01,W,1,117,2760.0,0.042391304347826085
2005-12-01,A,0,684,787.0,0.8691232528589581
2005-12-01,A,1,103,787.0,0.13087674714104194
2005-12-01,B,0,13921,14978.0,0.9294298304179464
2005-12-01,B,1,1057,14978.0,0.07057016958205369
2005-12-01,H,0,7626,8304.0,0.9183526011560693
2005-12-01,H,1,678,8304.0,0.08164739884393063
2005-12-01,W,0,2751,2935.0,0.9373083475298126
2005-12-01,W,1,184,2935.0,0.06269165247018739
2006-01-01,A,0,1227,1262.0,0.9722662440570523
2006-01-01,A,1,35,1262.0,0.0277337559429477
2006-01-01,B,0,20838,22373.0,0.9313905153533276
2006-01-01,B,1,1535,22373.0,0.06860948464667233
2006-01-01,H,0,13255,13945.0,0.9505198996055934
2006-01-01,H,1,690,13945.0,0.0494801003944066
2006-01-01,W,0,4798,5019.0,0.955967324168161
2006-01-01,W,1,221,5019.0,0.044032675831839015
2006-02-01,A,0,1229,1289.0,0.9534522885958107
2006-02-01,A,1,60,1289.0,0.04654771140418929
2006-02-01,B,0,21601,21601.0,1.0
2006-02-01,H,0,12310,12795.0,0.9620945681906995
2006-02-01,H,1,485,12795.0,0.037905431809300505
2006-02-01,W,0,4700,4700.0,1.0
2006-03-01,A,0,1371,1507.0,0.9097544790975448
2006-03-01,A,1,136,1507.0,0.0902455209024552
2006-03-01,B,0,23492,25248.0,0.9304499366286438
2006-03-01,B,1,1756,25248.0,0.06955006337135615
2006-03-01,H,0,13868,14429.0,0.9611199667336614
2006-03-01,H,1,561,14429.0,0.038880033266338626
2006-03-01,W,0,4529,5042.0,0.8982546608488695
2006-03-01,W,1,513,5042.0,0.1017453391511305
2006-04-01,A,0,1162,1200.0,0.9683333333333334
2006-04-01,A,1,38,1200.0,0.03166666666666667
2006-04-01,B,0,19886,22413.0,0.8872529335653415
2006-04-01,B,1,2527,22413.0,0.11274706643465846
2006-04-01,H,0,10137,12083.0,0.8389472813043118
2006-04-01,H,1,1946,12083.0,0.16105271869568816
2006-04-01,W,0,4497,4497.0,1.0
2006-05-01,A,0,1126,1296.0,0.8688271604938271
2006-05-01,A,1,170,1296.0,0.13117283950617284
2006-05-01,B,0,23194,23744.0,0.9768362533692723
2006-05-01,B,1,550,23744.0,0.023163746630727764
2006-05-01,H,0,13125,13287.0,0.9878076315195303
2006-05-01,H,1,162,13287.0,0.012192368480469631
2006-05-01,W,0,4502,4676.0,0.9627887082976904
2006-05-01,W,1,174,4676.0,0.03721129170230967
2006-06-01,A,0,1104,1170.0,0.9435897435897436
2006-06-01,A,1,66,1170.0,0.05641025641025641
2006-06-01,B,0,19591,22354.0,0.876397960096627
2006-06-01,B,1,2763,22354.0,0.123602039903373
2006-06-01,H,0,11663,12181.0,0.9574747557671784
2006-06-01,H,1,518,12181.0,0.042525244232821606
2006-06-01,W,0,4396,4396.0,1.0
2006-07-01,A,0,895,954.0,0.9381551362683438
2006-07-01,A,1,59,954.0,0.06184486373165619
2006-07-01,B,0,18602,20456.0,0.9093664450527963
2006-07-01,B,1,1854,20456.0,0.09063355494720375
2006-07-01,H,0,10179,11235.0,0.9060080106809079
2006-07-01,H,1,1056,11235.0,0.09399198931909213
2006-07-01,W,0,3851,4058.0,0.948989650073928
2006-07-01,W,1,207,4058.0,0.05101034992607196
2006-08-01,A,0,950,983.0,0.9664292980671414
2006-08-01,A,1,33,983.0,0.0335707019328586
2006-08-01,B,0,20451,23012.0,0.8887102381366244
2006-08-01,B,1,2561,23012.0,0.11128976186337564
2006-08-01,H,0,11749,13126.0,0.8950937071461222
2006-08-01,H,1,1377,13126.0,0.1049062928538778
2006-08-01,W,0,4097,4424.0,0.9260849909584087
2006-08-01,W,1,327,4424.0,0.07391500904159132
2006-09-01,A,0,908,990.0,0.9171717171717172
2006-09-01,A,1,82,990.0,0.08282828282828283
2006-09-01,B,0,21881,22610.0,0.9677576293675365
2006-09-01,B,1,729,22610.0,0.03224237063246351
2006-09-01,H,0,11245,11961.0,0.9401387843825767
2006-09-01,H,1,716,11961.0,0.059861215617423295
2006-09-01,W,0,4174,4174.0,1.0
2006-10-01,A,0,968,1084.0,0.8929889298892989
2006-10-01,A,1,116,1084.0,0.1070110701107011
2006-10-01,B,0,14852,23481.0,0.6325113921894298
2006-10-01,B,1,8629,23481.0,0.36748860781057024
2006-10-01,H,0,11575,12027.0,0.962417893073917
2006-10-01,H,1,452,12027.0,0.03758210692608298
2006-10-01,W,0,4247,4737.0,0.8965590035887693
2006-10-01,W,1,490,4737.0,0.10344099641123074
2006-11-01,A,0,903,957.0,0.9435736677115988
2006-11-01,A,1,54,957.0,0.05642633228840126
2006-11-01,B,0,19478,21055.0,0.9251009261458086
2006-11-01,B,1,1577,21055.0,0.07489907385419141
2006-11-01,H,0,9990,10975.0,0.910250569476082
2006-11-01,H,1,985,10975.0,0.089749430523918
2006-11-01,W,0,4034,4034.0,1.0
2006-12-01,A,0,682,785.0,0.8687898089171975
2006-12-01,A,1,103,785.0,0.13121019108280255
2006-12-01,B,0,15697,19103.0,0.8217033973721405
2006-12-01,B,1,3406,19103.0,0.17829660262785949
2006-12-01,H,0,9060,9808.0,0.9237357259380098
2006-12-01,H,1,748,9808.0,0.07626427406199021
2006-12-01,W,0,3628,3739.0,0.9703129178924846
2006-12-01,W,1,111,3739.0,0.02968708210751538
2007-01-01,A,0,1052,1166.0,0.902229845626072
2007-01-01,A,1,114,1166.0,0.09777015437392796
2007-01-01,B,0,24564,25260.0,0.9724465558194775
2007-01-01,B,1,696,25260.0,0.027553444180522565
2007-01-01,H,0,14024,15401.0,0.9105902214141939
2007-01-01,H,1,1377,15401.0,0.08940977858580612
2007-01-01,W,0,4861,5267.0,0.9229162711220809
2007-01-01,W,1,406,5267.0,0.07708372887791912
2007-02-01,A,0,974,1065.0,0.9145539906103286
